description,systemID
An element with the identifier &quot;ref34307&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C862FF93FF3DF92AFB38A4A6_tp.xml
An element with the identifier &quot;ref32549&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C862FF93FF3DF92AFB38A4A6_tp.xml
An element with the identifier &quot;fig-36--151-250-1483-1507-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C862FF94FF3DFC32FDFDA3D4_tp.xml
An element with the identifier &quot;ref32049&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C862FF94FF3DFC32FDFDA3D4_tp.xml
An element with the identifier &quot;ref31309&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C862FF94FF3DFC32FDFDA3D4_tp.xml
An element with the identifier &quot;ref34307&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C862FF94FF3DFC32FDFDA3D4_tp.xml
An element with the identifier &quot;ref33795&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C862FF94FF3DFC32FDFDA3D4_tp.xml
An element with the identifier &quot;ref30686&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C863FF94FF3DFEE1FD72A482_tp.xml
An element with the identifier &quot;ref28750&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C863FF94FF3DFEE1FD72A482_tp.xml
An element with the identifier &quot;ref31309&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C863FF94FF3DFEE1FD72A482_tp.xml
An element with the identifier &quot;ref34307&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C863FF94FF3DFEE1FD72A482_tp.xml
An element with the identifier &quot;fig-25--151-250-1778-1802-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03BF87A3C863FF94FF3DFEE1FD72A482_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C087A9FFC3382699EAFD9CFE9BD286_tp.xml
An element with the identifier &quot;ref4517&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C087A9FFC3382699EAFD9CFE9BD286_tp.xml
Unexpected element &quot;table&quot;. The content of the parent element type must match &quot;(email|ext-link|uri|inline-supplementary-material|related-article|related-object|address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|citation-alternatives|element-citation|mixed-citation|nlm-citation|bold|fixed-case|italic|monospace|overline|roman|sans-serif|sc|strike|underline|ruby|award-id|funding-source|open-access|chem-struct|inline-formula|inline-graphic|private-char|def-list|list|tex-math|mml:math|abbrev|milestone-end|milestone-start|named-content|styled-content|tp:taxon-name|tp:descriptive-statement|tp:material-citation|disp-quote|speech|statement|verse-group|fn|target|xref|sub|sup)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C287B40739FFE64CB8FECDFBA7E0CB_tp.xml
An element with the identifier &quot;fig-6--151-250-1885-1909-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C287B40739FFE64CB8FECDFBA7E0CB_tp.xml
An element with the identifier &quot;fig-7--151-250-1626-1650-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C287B40739FFE64CB8FECDFBA7E0CB_tp.xml
An element with the identifier &quot;ref5823&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C287B40739FFE64CB8FECDFBA7E0CB_tp.xml
An element with the identifier &quot;ref5759&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C287B40739FFE64CB8FECDFBA7E0CB_tp.xml
An element with the identifier &quot;ref4272&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C287B40739FFE64CB8FECDFBA7E0CB_tp.xml
An element with the identifier &quot;ref4391&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C287B40739FFE64CB8FECDFBA7E0CB_tp.xml
An element with the identifier &quot;ref4707&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C287B40739FFE64CB8FECDFBA7E0CB_tp.xml
An element with the identifier &quot;ref4999&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C287B40739FFE64CB8FECDFBA7E0CB_tp.xml
An element with the identifier &quot;ref5885&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C287B40739FFE64CB8FECDFBA7E0CB_tp.xml
An element with the identifier &quot;fig-2--189-232-1886-1912-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;fig-10--189-232-1710-1736-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;fig-25--189-232-1848-1874-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;ref17172&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;ref17292&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;ref15408&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;ref17059&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;ref17238&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;fig-24--189-232-1922-1948-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;fig-19--189-232-1952-1978-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;fig-27--189-232-1954-1980-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
An element with the identifier &quot;fig-26--189-232-1848-1874-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFA7FFE3B55B56E6FD4BD7BE_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;fig-3--189-232-1958-1984-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;fig-10--189-232-1710-1736-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;fig-12--189-232-1814-1840-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;fig-14--189-232-1776-1802-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;fig-15--189-232-1776-1802-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;fig-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;ref15621&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;ref16025&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;ref16384&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;ref17059&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;ref15742&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;ref17238&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;ref16332&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;fig-29--189-232-1601-1627-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;ref16728&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
An element with the identifier &quot;ref16641&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBAFFEFB6F55694FB4BD172_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;fig-4--189-232-1958-1984-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;fig-10--189-232-1710-1736-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;fig-12--189-232-1814-1840-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;fig-14--189-232-1776-1802-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;fig-15--189-232-1776-1802-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;fig-25--189-232-1848-1874-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;fig-29--189-232-1601-1627-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref15658&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref16025&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref15923&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref15742&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref16193&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref16224&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref17238&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref16332&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;fig-16--190-233-1958-1984-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref17292&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref15408&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref16728&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref16516&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
An element with the identifier &quot;ref16641&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C787B8FFBEFFE4B5695504FBA0D247_tp.xml
Unexpected element &quot;xref&quot;. The content of the parent element type must match &quot;(tp:taxon-name|tp:nomenclature-citation)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
Unexpected element &quot;table&quot;. The content of the parent element type must match &quot;(email|ext-link|uri|inline-supplementary-material|related-article|related-object|address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|citation-alternatives|element-citation|mixed-citation|nlm-citation|bold|fixed-case|italic|monospace|overline|roman|sans-serif|sc|strike|underline|ruby|award-id|funding-source|open-access|chem-struct|inline-formula|inline-graphic|private-char|def-list|list|tex-math|mml:math|abbrev|milestone-end|milestone-start|named-content|styled-content|tp:taxon-name|tp:descriptive-statement|tp:material-citation|disp-quote|speech|statement|verse-group|fn|target|xref|sub|sup)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref8842&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref8862&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref9120&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref7414&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref5265&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref8817&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref9215&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref7379&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref7574&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref5378&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;fig-8--151-264-1875-1899-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref8774&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;ref7324&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
An element with the identifier &quot;fig-7--151-264-1958-1982-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03C67812FFDD9562FF1BFE36FEABFEF1_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03CA87A4D360803079234572FAAC616E_tp.xml
Unexpected element &quot;table&quot;. The content of the parent element type must match &quot;(email|ext-link|uri|inline-supplementary-material|related-article|related-object|address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|citation-alternatives|element-citation|mixed-citation|nlm-citation|bold|fixed-case|italic|monospace|overline|roman|sans-serif|sc|strike|underline|ruby|award-id|funding-source|open-access|chem-struct|inline-formula|inline-graphic|private-char|def-list|list|tex-math|mml:math|abbrev|milestone-end|milestone-start|named-content|styled-content|tp:taxon-name|tp:descriptive-statement|tp:material-citation|disp-quote|speech|statement|verse-group|fn|target|xref|sub|sup)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03CA87A4D360803079234572FAAC616E_tp.xml
An element with the identifier &quot;ref15418&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03CA87A4D360803079234572FAAC616E_tp.xml
An element with the identifier &quot;ref13732&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03CA87A4D360803079234572FAAC616E_tp.xml
An element with the identifier &quot;ref15820&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03CA87A4D360803079234572FAAC616E_tp.xml
An element with the identifier &quot;ref14907&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03CA87A4D360803079234572FAAC616E_tp.xml
An element with the identifier &quot;ref14093&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03CA87A4D360803079234572FAAC616E_tp.xml
An element with the identifier &quot;ref14225&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03CA87A4D360803079234572FAAC616E_tp.xml
An element with the identifier &quot;ref17223&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03CA87A4D360803079234572FAAC616E_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D8B2799A3FFFD4FC7AFE101A175403_tp.xml
"Unexpected element &quot;fig&quot;. The content of the parent element type must match &quot;(tp:treatment-meta?,tp:nomenclature,(tp:treatment-sec|tp:taxon-treatment)*,ref-list?)&quot;.",C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179744E7028F5F893FE5BF804_tp.xml
Unexpected element &quot;table&quot;. The content of the parent element type must match &quot;(email|ext-link|uri|inline-supplementary-material|related-article|related-object|address|alternatives|array|boxed-text|chem-struct-wrap|code|fig|fig-group|graphic|media|preformat|supplementary-material|table-wrap|table-wrap-group|disp-formula|disp-formula-group|citation-alternatives|element-citation|mixed-citation|nlm-citation|bold|fixed-case|italic|monospace|overline|roman|sans-serif|sc|strike|underline|ruby|award-id|funding-source|open-access|chem-struct|inline-formula|inline-graphic|private-char|def-list|list|tex-math|mml:math|abbrev|milestone-end|milestone-start|named-content|styled-content|tp:taxon-name|tp:descriptive-statement|tp:material-citation|disp-quote|speech|statement|verse-group|fn|target|xref|sub|sup)&quot;.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179744E7028F5F893FE5BF804_tp.xml
An element with the identifier &quot;fig-5--151-250-1942-1966-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179744E7028F5F893FE5BF804_tp.xml
An element with the identifier &quot;fig-6--151-250-1338-1362-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179744E7028F5F893FE5BF804_tp.xml
An element with the identifier &quot;ref6193&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179744E7028F5F893FE5BF804_tp.xml
An element with the identifier &quot;ref6526&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179744E7028F5F893FE5BF804_tp.xml
An element with the identifier &quot;ref6453&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179744E7028F5F893FE5BF804_tp.xml
An element with the identifier &quot;fig-7--151-250-1652-1676-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179764E7E28F5FB35FE93F8D8_tp.xml
An element with the identifier &quot;ref6096&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179764E7E28F5FB35FE93F8D8_tp.xml
An element with the identifier &quot;ref6753&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179764E7E28F5FB35FE93F8D8_tp.xml
An element with the identifier &quot;ref6644&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179764E7E28F5FB35FE93F8D8_tp.xml
An element with the identifier &quot;ref6526&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179764E7E28F5FB35FE93F8D8_tp.xml
An element with the identifier &quot;fig-2--151-250-1954-1978-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D66E0179764E7E28F5FB35FE93F8D8_tp.xml
An element with the identifier &quot;fig-7--189-232-1777-1803-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC2F714FE3DD935B27AFAD5_tp.xml
An element with the identifier &quot;fig-12--189-232-1776-1802-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC2F714FE3DD935B27AFAD5_tp.xml
An element with the identifier &quot;fig-13--189-232-1918-1944-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC2F714FE3DD935B27AFAD5_tp.xml
An element with the identifier &quot;fig-16--189-232-1812-1838-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC2F714FE3DD935B27AFAD5_tp.xml
An element with the identifier &quot;ref18564&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC2F714FE3DD935B27AFAD5_tp.xml
An element with the identifier &quot;ref19421&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC2F714FE3DD935B27AFAD5_tp.xml
An element with the identifier &quot;ref19004&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC2F714FE3DD935B27AFAD5_tp.xml
An element with the identifier &quot;fig-7--189-232-1777-1803-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC7F718FDD7D89DB203FD6A_tp.xml
An element with the identifier &quot;fig-12--189-232-1776-1802-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC7F718FDD7D89DB203FD6A_tp.xml
An element with the identifier &quot;ref19283&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC7F718FDD7D89DB203FD6A_tp.xml
An element with the identifier &quot;ref19421&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC7F718FDD7D89DB203FD6A_tp.xml
An element with the identifier &quot;ref18966&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC7F718FDD7D89DB203FD6A_tp.xml
An element with the identifier &quot;fig-16--189-232-1812-1838-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC7F718FDD7D89DB203FD6A_tp.xml
An element with the identifier &quot;ref19883&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC7F718FDD7D89DB203FD6A_tp.xml
An element with the identifier &quot;ref19155&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC7F718FDD7D89DB203FD6A_tp.xml
An element with the identifier &quot;ref19315&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFC7F718FDD7D89DB203FD6A_tp.xml
An element with the identifier &quot;fig-12--189-232-1776-1802-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFCBF71EFDC3DFE0B0E0FBC5_tp.xml
An element with the identifier &quot;fig-16--189-232-1812-1838-&quot; must appear in the document.,C:\Users\Terry\Github\ggxml2taxpub-treatments\intermediate\03D77A7DFFCBF71EFDC3DFE0B0E0FBC5_tp.xml
